,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
1629,1419608655100403720,1419608655100403720,2021-07-26 16:10:53 India Standard Time,2021-07-26,16:10:53,530,2996527219,citidotio,Citi I/O,,Top 6 Appliances That Will Make Your #WorkFromHome Easier  #WFH #remotework #remoteworking    https://t.co/ffqXZWixdH,en,[],['https://citi.io/2020/07/16/top-6-appliances-that-will-make-your-work-from-home-easier/'],[],0,3,3,"['workfromhome', 'wfh', 'remotework', 'remoteworking']",[],https://twitter.com/citidotio/status/1419608655100403720,False,,0,,,,,,,,[],,,,,Positive
1630,1419607832006103040,1419607832006103040,2021-07-26 16:07:36 India Standard Time,2021-07-26,16:07:36,530,195652909,joellabruckshaw,Joella Bruckshaw,,"WFH is here to stay to some degree, here are some thoughts from @palitaclark in @FT on how companies can monitor its effects for good or ill.  https://t.co/rz5zlE0iCt #WFH #business #AI  https://t.co/0RaNHigBYm",en,"[{'screen_name': 'ft', 'name': 'financial times', 'id': '18949452'}]",['https://buff.ly/2Ty8S5M'],['https://pbs.twimg.com/media/E7N1zJwXoAAZ7kD.jpg'],0,1,0,"['wfh', 'business', 'ai']",[],https://twitter.com/JoellaBruckshaw/status/1419607832006103040,False,,1,https://pbs.twimg.com/media/E7N1zJwXoAAZ7kD.jpg,,,,,,,[],,,,,Positive
1631,1419607641953902594,1419607641953902594,2021-07-26 16:06:51 India Standard Time,2021-07-26,16:06:51,530,1191669744769916928,flexa_careers,Flexa,,"In your current role, do you feel comfortable asking for flexibility? 🤔  #flexacareers #flexibleworking #remotework #worklifebalance #wfh #distributedteams #flexibility #hr #staffretention #talentattraction #leadership #quoteoftheday #leadershipdevelopment #employeeengagement  https://t.co/devQdu8IhY",en,[],[],['https://pbs.twimg.com/media/E7N1jXDWQAEs4HU.jpg'],0,1,2,"['flexacareers', 'flexibleworking', 'remotework', 'worklifebalance', 'wfh', 'distributedteams', 'flexibility', 'hr', 'staffretention', 'talentattraction', 'leadership', 'quoteoftheday', 'leadershipdevelopment', 'employeeengagement']",[],https://twitter.com/Flexa_careers/status/1419607641953902594,False,,1,https://pbs.twimg.com/media/E7N1jXDWQAEs4HU.jpg,,,,,,,[],,,,,Positive
1632,1419606980147257344,1419606980147257344,2021-07-26 16:04:13 India Standard Time,2021-07-26,16:04:13,530,110575376,helenteevan,EqualRights4OthersDoesNotMeanFewerRights4U⚖️,,@Morning_Joe I’m off to @CNN again! Can’t take your condescending attitude towards teachers. Who are you to say what teachers have to do? You get to sit in your private studio and #WFH if necessary. So #STFU. I will listen to @JoeBiden but not to you.,en,"[{'screen_name': 'cnn', 'name': 'cnn', 'id': '759251'}, {'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}]",[],[],0,0,0,"['wfh', 'stfu']",[],https://twitter.com/helenteevan/status/1419606980147257344,False,,0,,,,,,,,[],,,,,Neutral
1633,1419604666682421251,1419604666682421251,2021-07-26 15:55:02 India Standard Time,2021-07-26,15:55:02,530,41200725,cbsbusyqueenbee,Claire Boscq-Scott ☯ Inspiring business to thrive,,"Employee wellness has been a business priority since before COVID-19 disrupted our lives. It’s not only good for employees, it’s good for business.... I couldn't agree more @EmilyMorrow   https://t.co/1UrEM5m7m9  #CX #EX #WFH #SAP  #sapupscale #sapcommerce #SAPCustomerExperience",en,"[{'screen_name': 'emilymorrow', 'name': 'emily morrow', 'id': '2427797975'}]",['https://www.the-future-of-commerce.com/2021/07/07/remote-employee-wellness-in-a-wfh-world-top-tips/'],[],0,0,0,"['cx', 'ex', 'wfh', 'sap', 'sapupscale', 'sapcommerce', 'sapcustomerexperience']",[],https://twitter.com/cbsbusyqueenbee/status/1419604666682421251,False,,0,,,,,,,,[],,,,,Positive
1634,1419603499738935296,1419603499738935296,2021-07-26 15:50:23 India Standard Time,2021-07-26,15:50:23,530,3795376949,bizradiouk,Paul & Team,,5 Things Employers Should Do for Staff Working at Home  A #BBunker #WFH Blog by LochAssociates  Read it here ==&gt;  https://t.co/45vC3V4LHP  https://t.co/rJM3ov29Jv,en,[],['https://buff.ly/36W6uZ6'],['https://pbs.twimg.com/media/E7Nx3CIXEAIjod6.jpg'],0,1,0,"['bbunker', 'wfh']",[],https://twitter.com/BizRadioUK/status/1419603499738935296,False,,1,https://pbs.twimg.com/media/E7Nx3CIXEAIjod6.jpg,,,,,,,[],,,,,Neutral
1635,1419603412778369025,1419603412778369025,2021-07-26 15:50:03 India Standard Time,2021-07-26,15:50:03,530,1019469619,thedoorjammer,DoorJammer,,"Keys, wallet, phone, DoorJammer… The award-winning, personal security device that lets you keep instant peace of mind in your coat pocket.   #mydoorjammer #peaceofmind #safetyfirst #wfh #security #setup #business  https://t.co/QyoCVvd4K7",en,[],[],['https://pbs.twimg.com/media/E7Nxx-0XsAcQDGV.jpg'],0,0,1,"['mydoorjammer', 'peaceofmind', 'safetyfirst', 'wfh', 'security', 'setup', 'business']",[],https://twitter.com/TheDoorJammer/status/1419603412778369025,False,,1,https://pbs.twimg.com/media/E7Nxx-0XsAcQDGV.jpg,,,,,,,[],,,,,Positive
1636,1419603205705535489,1419603205705535489,2021-07-26 15:49:13 India Standard Time,2021-07-26,15:49:13,530,338555581,pepperfry,Pepperfry.com,,This tweet is a reminder for you to straighten your back busy bee!  P.S: Take a break from work and relax 👨‍💻👩‍💻  #Pepperfry #WFH #MondayMotivaton,en,[],[],[],0,0,1,"['pepperfry', 'wfh', 'mondaymotivaton']",[],https://twitter.com/Pepperfry/status/1419603205705535489,False,,0,,,,,,,,[],,,,,Positive
1637,1419603111304437760,1419603111304437760,2021-07-26 15:48:51 India Standard Time,2021-07-26,15:48:51,530,49459642,govcso,Dan Lohrmann,,BBC: Why remote working leaves us vulnerable to cyber-attacks Thoughts on this? Other reasons?   #cyber #remotework #cyberattacks #WFH #cybersecurity  https://t.co/bxch9PrLnv,en,[],['https://lnkd.in/ex7pMeD'],[],1,4,2,"['cyber', 'remotework', 'cyberattacks', 'wfh', 'cybersecurity']",[],https://twitter.com/govcso/status/1419603111304437760,False,,0,,,,,,,,[],,,,,Negative
1639,1419601877411405824,1419601877411405824,2021-07-26 15:43:57 India Standard Time,2021-07-26,15:43:57,530,1359929142452584449,humanpanelhq,humanpanel,,Good morning on Monday! How is your #productivity today? Let's look at some #facts about #productivity and #wfh vs #wfo: [THREAD] 👇,en,[],[],[],1,0,0,"['productivity', 'facts', 'productivity', 'wfh', 'wfo']",[],https://twitter.com/humanpanelHQ/status/1419601877411405824,False,,0,,,,,,,,[],,,,,Positive
1640,1419601684653805568,1419601684653805568,2021-07-26 15:43:11 India Standard Time,2021-07-26,15:43:11,530,2219874102,erinassociates,Erin Associates,,"Application Support – 4 days remote, Coventry, £23k-25k, IT  https://t.co/QuGEnfapfb #jobs #WFH #Appsupport",en,[],['http://idi.to/7u98'],[],0,0,0,"['jobs', 'wfh', 'appsupport']",[],https://twitter.com/ErinAssociates/status/1419601684653805568,False,,0,,,,,,,,[],,,,,Negative
1641,1419601140900114438,1419601140900114438,2021-07-26 15:41:01 India Standard Time,2021-07-26,15:41:01,530,255563709,ccldotorg,Center for Creative Leadership,,Running a virtual meeting? Check this list:  https://t.co/YgSNQMj9Zj #WFH #HybridWork  https://t.co/2mdEhQ5HwN,en,[],['https://bit.ly/3k1cdoJ'],['https://pbs.twimg.com/media/E7NvtsBWYAIvkfC.png'],0,3,3,"['wfh', 'hybridwork']",[],https://twitter.com/CCLdotORG/status/1419601140900114438,False,,1,https://pbs.twimg.com/media/E7NvtsBWYAIvkfC.png,,,,,,,[],,,,,Neutral
1642,1419600784807931904,1419600784807931904,2021-07-26 15:39:36 India Standard Time,2021-07-26,15:39:36,530,1382477472,meetariad,Ariad,,"Another tip: wearing pants during a virtual negotation avoids any accidental mishaps that could throw you off your game.  Get more (much better) tips from Digital Talent Manager Francine, and confidently ace your next virtual negotation:  https://t.co/mjEg7tpa4F #negotiation #wfh",en,[],['https://www.ariadgroup.com/en/blog/how-to-virtually-negotiate-a-better-salary/?utm_campaign=article-virtual-nego&utm_medium=post&utm_source=social'],[],0,0,0,"['negotiation', 'wfh']",[],https://twitter.com/MeetAriad/status/1419600784807931904,False,,0,,,,,,,,[],,,,,Positive
1643,1419600381714313219,1419600381714313219,2021-07-26 15:38:00 India Standard Time,2021-07-26,15:38:00,530,1029004962712506368,wearewurkr,Wurkr,,"In need of some #MondayMotivation ?   Luckily tools, like Wurkr, make #WFH #Mondays a lot easier.   Sign up for a free Wurkr Workspace today :  https://t.co/cX9aA8c48f  https://t.co/cX9aA8c48f  #remoteworking #flexibleworking #virtualtools #motivation  https://t.co/TpNMoyEECb",en,[],"['https://hubs.ly/H0T2b8c0', 'https://hubs.ly/H0T2b8c0']",['https://pbs.twimg.com/media/E7NvBhDXMAg-Cum.jpg'],0,0,1,"['mondaymotivation', 'wfh', 'mondays', 'remoteworking', 'flexibleworking', 'virtualtools', 'motivation']",[],https://twitter.com/WeAreWurkr/status/1419600381714313219,False,,1,https://pbs.twimg.com/media/E7NvBhDXMAg-Cum.jpg,,,,,,,[],,,,,Positive
1644,1419600286566567939,1419600286566567939,2021-07-26 15:37:37 India Standard Time,2021-07-26,15:37:37,530,1157806303869374466,deepspacylon5,Richard 🖖 #B5,,"We got emails about off-site events for us to meet in person a couple weeks ago. Nothing fancy, though. Just a cook out if I remember correctly. We certainly won't be taking any trips together and no way they are going to pay us more to #wfh.",en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/DeepSpacylon5/status/1419600286566567939,False,https://twitter.com/CareersInsider/status/1419379545573052433,0,,,,,,,,[],,,,,Positive
1645,1419599271712763912,1419599271712763912,2021-07-26 15:33:35 India Standard Time,2021-07-26,15:33:35,530,2190523150,vinke_rob,Rob Vinke,,Men’s gymnastics on TV. May not get much work done for the rest of this morning… #gayolympics #OlympicGames #WFH,en,[],[],[],0,0,3,"['gayolympics', 'olympicgames', 'wfh']",[],https://twitter.com/vinke_rob/status/1419599271712763912,False,,0,,,,,,,,[],,,,,Positive
1646,1419598980875530240,1419598980875530240,2021-07-26 15:32:26 India Standard Time,2021-07-26,15:32:26,530,234959166,kirstyriceart,KirstyRiceArt,,"Printing stickers for an order! #cricut #etsylove #etsy #etsystickers #witchythings #coolstuff #behindthescenes #fun #mumpreneur #wfh #creativitymatters @ Glasgow, United Kingdom  https://t.co/eYCXVX8KXf",en,[],['https://www.instagram.com/p/CRyUttiISrd/?utm_medium=twitter'],[],1,0,0,"['cricut', 'etsylove', 'etsy', 'etsystickers', 'witchythings', 'coolstuff', 'behindthescenes', 'fun', 'mumpreneur', 'wfh', 'creativitymatters']",[],https://twitter.com/KirstyRiceArt/status/1419598980875530240,False,,0,,,,,,,,[],,,,,Positive
1647,1419598707092336644,1419598707092336644,2021-07-26 15:31:21 India Standard Time,2021-07-26,15:31:21,530,15470858,tubblog,Richard Tubb,,"🏠 Want to let your #MSP staff #WFH more post-lockdown?   @AteraCloud say it's totally doable, so long as you find the right balance.   In this post, they help you look at the pros and cons, too.  #ManagedServices  Read full article here👉  https://t.co/uJNmO6Solh  https://t.co/1hNIW6gHiZ",en,"[{'screen_name': 'ateracloud', 'name': 'atera', 'id': '435069213'}]",['https://tubb.co/3wXOUPB'],['https://pbs.twimg.com/media/E7Ntf3QXoAEhDsk.jpg'],0,0,0,"['msp', 'wfh', 'managedservices']",[],https://twitter.com/tubblog/status/1419598707092336644,False,,1,https://pbs.twimg.com/media/E7Ntf3QXoAEhDsk.jpg,,,,,,,[],,,,,Positive
1648,1419598596714815491,1419598596714815491,2021-07-26 15:30:54 India Standard Time,2021-07-26,15:30:54,530,1272597268533673984,selebcuit,#AntiBrekele,,Content by @aprtscdnptr  Design by @jellypastaa   #OnlineCollaboration #WFH  https://t.co/AcNrF3SnrJ,en,"[{'screen_name': 'aprtscdnptr', 'name': 'aprierta suci danuputri', 'id': '1238951982305435649'}, {'screen_name': 'jellypastaa', 'name': 'elyasa taufik 🇵🇸', 'id': '933490676385189888'}]",[],['https://pbs.twimg.com/media/E7NtUdLVEAI8KPf.jpg'],1,1,3,"['onlinecollaboration', 'wfh']",[],https://twitter.com/selebcuit/status/1419598596714815491,False,https://twitter.com/jellypastaa/status/1419587800379236357,1,https://pbs.twimg.com/media/E7NtUdLVEAI8KPf.jpg,,,,,,,[],,,,,Neutral
1649,1419598588867383300,1419598588867383300,2021-07-26 15:30:53 India Standard Time,2021-07-26,15:30:53,530,26373671,beebole,BeeBole Timesheet,,"When @RealEvilHRLady started working remotely in 2003, her only plan in place was to work. Looking back on her experience, she sees just how crucial it is to be intentional. #wfh #remotework #leadership  https://t.co/fDG3zbXaO6",en,"[{'screen_name': 'realevilhrlady', 'name': 'suzanne lucas', 'id': '121728825'}]",['https://beebole.com/blog/remote-work-in-the-eyes-of-an-evil-human-resources-expert/?utm_campaign=webinar&utm_source=twitter.com&utm_medium=social&utm_content=suzanne-lucas&utm_evergreen=no'],[],0,1,2,"['wfh', 'remotework', 'leadership']",[],https://twitter.com/BeeBole/status/1419598588867383300,False,,0,,,,,,,,[],,,,,Negative
1650,1419598518646358018,1419598518646358018,2021-07-26 15:30:36 India Standard Time,2021-07-26,15:30:36,530,3307291126,swiftscaleco,swiftscale,,"This is a pretty big signal on the future of #WFH from @Zoom - Contact Centre workers would have been high on our list of people expected to go back to the office asap, but maybe not...   https://t.co/9Q3TlUvyGm  https://t.co/0hVsmqt7bK",en,"[{'screen_name': 'zoom', 'name': 'zoom', 'id': '522701657'}]",['https://buff.ly/3kDFOoz'],['https://pbs.twimg.com/media/E7NtU9yWUAIJNMs.jpg'],0,0,0,['wfh'],[],https://twitter.com/swiftscaleco/status/1419598518646358018,False,,1,https://pbs.twimg.com/media/E7NtU9yWUAIJNMs.jpg,,,,,,,[],,,,,Positive
1651,1419598380607619078,1419598380607619078,2021-07-26 15:30:03 India Standard Time,2021-07-26,15:30:03,530,999946483108532225,incepteo,incepteo,,"As we return to work the question still remains. What approach to work is the best way forward for businesses? Hybrid work patterns, working from home or, in the office?   Click for our thoughts on the best way forward for businesses below. #wfh #Growth   https://t.co/3TCz1btfei  https://t.co/4vS8z4CbfG",en,[],['https://bit.ly/3kONFQi'],['https://pbs.twimg.com/media/E7NfeXpWUAATWi_.jpg'],0,0,0,"['wfh', 'growth']",[],https://twitter.com/incepteo/status/1419598380607619078,False,,1,https://pbs.twimg.com/media/E7NfeXpWUAATWi_.jpg,,,,,,,[],,,,,Positive
1652,1419598369400528896,1419598369400528896,2021-07-26 15:30:00 India Standard Time,2021-07-26,15:30:00,530,440870211,csodemea,Cornerstone EMEA,,"Pre-pandemic, most of the employee training at @Nestle was delivered through classrooms.   Transitioning to #WFH helped them accelerate many projects &amp; empowered the online learning experience. 👏  Watch the video to find out more 🔗  https://t.co/pKGzv8mK1T  #CaseStudy #HR",en,"[{'screen_name': 'nestle', 'name': 'nestlé', 'id': '23085995'}]",['https://csod.info/3AEucqW'],[],0,0,1,"['wfh', 'casestudy', 'hr']",[],https://twitter.com/CSODEMEA/status/1419598369400528896,False,,0,,,,,,,,[],,,,,Positive
1653,1419598050339659786,1419598050339659786,2021-07-26 15:28:44 India Standard Time,2021-07-26,15:28:44,530,1133122693396492289,papa_eko_,The Paid Online $urveys Hunter 🇮🇩🌹💕,,Work hard as the big boss...  #PapaEko #WFH #PPKM #Freelancer #SurveysHunter #PaidSurveys #Indonesia  🙏🤣💪   https://t.co/lWN2hXe3WL  https://t.co/OxMRtJODQh,en,[],['https://id.toluna.com/referral/Papa_Eko'],"['https://pbs.twimg.com/media/E7Ns5qrVEAE73Vn.jpg', 'https://pbs.twimg.com/media/E7Ns50cVcAElmvJ.png']",1,0,1,"['papaeko', 'wfh', 'ppkm', 'freelancer', 'surveyshunter', 'paidsurveys', 'indonesia']",[],https://twitter.com/papa_eko_/status/1419598050339659786,False,,1,https://pbs.twimg.com/media/E7Ns5qrVEAE73Vn.jpg,,,,,,,[],,,,,Negative
1655,1419595859365335042,1419595859365335042,2021-07-26 15:20:02 India Standard Time,2021-07-26,15:20:02,530,936206558161195009,luner_iot,Luner,,Is IoT technology the answer for ensuring a safe return to the post-pandemic office?   https://t.co/zQF3uh4ykh  #IoT #SmartBuilding #MSPs #WFH #Pandemic #Technology #SocialDistancing #Safety  https://t.co/rnxOTb1afo,en,[],['https://www.computerweekly.com/blog/Quocirca-Insights/Smart-Buildings-and-IoT-Supporting-a-safe-return-to-the-office'],['https://pbs.twimg.com/media/E7Nq6U0WEAAhWtb.jpg'],0,0,0,"['iot', 'smartbuilding', 'msps', 'wfh', 'pandemic', 'technology', 'socialdistancing', 'safety']",[],https://twitter.com/Luner_IoT/status/1419595859365335042,False,,1,https://pbs.twimg.com/media/E7Nq6U0WEAAhWtb.jpg,,,,,,,[],,,,,Positive
1656,1419595779287699456,1419595779287699456,2021-07-26 15:19:43 India Standard Time,2021-07-26,15:19:43,530,3236847385,mauramcadam,Prof Maura McAdam,,My thoughts on WFH and it’s implications for career progression  @johnmeaghermuso @Independent_ie @BusinessDCU @WomenOnAirIE #WFH #networking  https://t.co/tlUKFW7xhe,en,"[{'screen_name': 'johnmeaghermuso', 'name': 'john meagher', 'id': '244187849'}, {'screen_name': 'independent_ie', 'name': 'independent.ie', 'id': '91334232'}, {'screen_name': 'businessdcu', 'name': 'dcu business school', 'id': '45909796'}, {'screen_name': 'womenonairie', 'name': 'women on air', 'id': '430868988'}]",[],['https://pbs.twimg.com/media/E7Nq1fOWEAYYuOC.jpg'],1,10,36,"['wfh', 'networking']",[],https://twitter.com/MauraMcadam/status/1419595779287699456,False,,1,https://pbs.twimg.com/media/E7Nq1fOWEAYYuOC.jpg,,,,,,,[],,,,,Neutral
1657,1419594689024434178,1419594689024434178,2021-07-26 15:15:23 India Standard Time,2021-07-26,15:15:23,530,344677159,pacificinfotech,Pacific Infotech,,"Is working from home now just a typical day? Having issues connecting to your office #network? Pacific Infotech offers remote #ITservices to assist with all your IT needs. Give us a call today, and let us make working from home a breeze!!! #WFH  https://t.co/N9ROeEd8xz  https://t.co/5ESm2syeFH",en,[],['http://www.pacificinfotech.co.uk/'],['https://pbs.twimg.com/media/E7Np1e3VUAclfN7.jpg'],0,1,3,"['network', 'itservices', 'wfh']",[],https://twitter.com/pacificinfotech/status/1419594689024434178,False,,1,https://pbs.twimg.com/media/E7Np1e3VUAclfN7.jpg,,,,,,,[],,,,,Negative
